iid,Name,Category,Description,Latitude,Longitude,Founded Year,Total Money Raised,Raised Amount,Currency,Address,Zip code,City
14714,52cdef7f4bab8bd67529c1a0,Small Bone Innovations,medical,Small Bone Device Company,,,2009.0,$469M,469391464.0,USD,1380 S. Pennsylvania Avenue,19067,Morrisville
14715,52cdef7f4bab8bd67529c1a7,LIG Investment Advisers,consulting,Investment Advisory firm,,,2009.0,$0,0.0,0,,,
14718,52cdef7f4bab8bd67529c1a8,ticketea,ecommerce,Online event management platform,40.4455155,-3.7061764,2010.0,$5.73M,5730000.0,USD,Marques de Lema,28003,Madrid
14719,52cdef7f4bab8bd67529c1aa,Lipperhey,software,online seo service,52.3655578,4.9345824,2009.0,€200k,200000.0,EUR,Timorplein 42,1094CC,Amsterdam
14723,52cdef7f4bab8bd67529c1af,Online Intelligence,security,Online Advertising Security Experts,,,2009.0,$0,0.0,0,512 Seventh Ave,10018,New York
14758,52cdef7f4bab8bd67529c1d7,Personal,mobile,,,,2009.0,$21.1M,21081755.0,USD,1010 Wisconsin Ave. NW,20007,Washington
14778,52cdef7f4bab8bd67529c1ef,ZOOMcatalog,advertising,Search Digital Promo Product Catalogs,40.003146,-105.137715,2009.0,$0,0.0,0,2888 Shoshone Trl.,80026,Lafayette
14785,52cdef7f4bab8bd67529c1f5,Wikitude,mobile,Smartphone Software Developer,47.8227,13.041788,2009.0,$0,0.0,0,Schrannengasse 6,5020,Salzburg
14788,52cdef7f4bab8bd67529c1fa,vooch,mobile,Mobile Coupons,48.1154399,16.2974355,2009.0,$0,0.0,0,WienerstraÃŸe 9/2,3430,Tulln
14824,52cdef7f4bab8bd67529c232,Midwest Data Systems,other,Total Technology Solution,45.0850398,-87.6329743,2009.0,$0,0.0,0,1506 Cleveland Ave,54143,Marinette
14827,52cdef7f4bab8bd67529c235,Truckeo,ecommerce,Truck Accessories Site ,32.2306445,-110.9725175,2009.0,$0,0.0,0,727 N. Ash Avenue,85705,Tucson
14835,52cdef7f4bab8bd67529c248,Vortimer,web,Low Cost Resume Analysis,38.905504,-77.05681,2009.0,$0,0.0,0,2715 M St. NW,20009,Washington
14873,52cdef7f4bab8bd67529c27b,Abillo,software,Dream Experience Software creators,,,2009.0,$0,0.0,0,,,
14874,52cdef7f4bab8bd67529c27b,Abillo,software,Dream Experience Software creators,,,2009.0,$0,0.0,0,,,
14891,52cdef7f4bab8bd67529c28c,Myhive,mobile,iPhone App,51.5514688,-0.1996418,2009.0,$0,0.0,0,78 Mill Lane,NW61JZ,London
14943,52cdef7f4bab8bd67529c2c5,140Ware,web,Twitter-powered microforum,18.2066344,-67.1517568,2009.0,$0,0.0,0,257 Calle Aduana #145,00682,Mayaguez
14945,52cdef7f4bab8bd67529c2c9,Asyus,web,Personal Shopping Comparison Service,37.241813,-121.986779,2009.0,$0,0.0,0,,95030,Monte Sereno
14957,52cdef7f4bab8bd67529c2d0,Delphi,cleantech,Mobile electronics,42.603532,-83.16134,2009.0,$8M,8000000.0,USD,5725 Delphi Drive,48098,
14974,52cdef7f4bab8bd67529c2ec,Easter Egg,software,Social Software Developer,45.4649519,9.2087727,2009.0,$0,0.0,0,Via Cellini 21,20129,Milano
15023,52cdef7f4bab8bd67529c328,Appsfire,mobile,App Discovery and Promotion Platform ,,,2009.0,$4.6M,4600000.0,USD,,,Paris
15024,52cdef7f4bab8bd67529c328,Appsfire,mobile,App Discovery and Promotion Platform ,,,2009.0,$4.6M,4600000.0,USD,,,Tel Aviv
15027,52cdef7f4bab8bd67529c330,Kilrush Digital,mobile,mobile site building,,,2009.0,$0,0.0,0,The Tower Building,SE1 7NX,London
15044,52cdef7f4bab8bd67529c343,ChallengePost,web,Software challenges and hackathons,40.7408042,-74.00717,2009.0,$4.6M,4600000.0,USD,425 West 13th Street,10014,New York
15170,52cdef7f4bab8bd67529c3cd,Shreppy,ecommerce,consumer electronics goods,,,2010.0,$0,0.0,0,"c/o Telecom Italia - Piazza L. Einaudi, 8",20124,Milan
15290,52cdef7f4bab8bd67529c444,Outspoken Media,consulting,Internet Marketing Company,28.490886,-82.540512,2009.0,$0,0.0,0,"415 River Street, Suite 201",12180,Troy
15293,52cdef7f4bab8bd67529c44d,SPOTI,games_video,Online video service ,,,2009.0,$0,0.0,0,,,
15295,52cdef7f4bab8bd67529c448,Teambox,web,Collaboration and file sharing,41.4063346,2.1920231,2009.0,$6.75M,6750000.0,USD,Ronda Universitat 31,08007,Barcelona
15296,52cdef7f4bab8bd67529c448,Teambox,web,Collaboration and file sharing,,,2009.0,$6.75M,6750000.0,USD,805 Veterans,94063,Redwood City
15316,52cdef7f4bab8bd67529c474,Fuze Box,software,High Definition Online Collaboration ,,,2009.0,$0,0.0,0,150 Spear,94105,San Francisco
15371,52cdef7f4bab8bd67529c4b1,Automatic Backlinks,search,Get backlinks automatically,,,2009.0,$0,0.0,0,Calle Jacques Cousteau 4 bajo,18680,"SalobreÃ±a, Granada"
15379,52cdef7f4bab8bd67529c4b9,Clickom,ecommerce,e-Business & BI,43.6502994,-79.3762688,2009.0,$0,0.0,0,36 Toronto Street,M5C.2C5,"Toronto, ON"
15474,52cdef7f4bab8bd67529c520,ftopia,software,Simple File Sharing For Businesses,53.3328144,-6.2493777,2009.0,$0,0.0,0,8 rue Victor Massé,75009,Paris
15476,52cdef7f4bab8bd67529c525,Tiverias Apps,software,real-time and cloud apps,42.3672873,-71.0814466,2009.0,$0,0.0,0,"222 Third St, Suite 1320",02142,Cambridge
15481,52cdef7f4bab8bd67529c52a,Collective Core,other,Web Design and Development,33.8837,-84.5144,2009.0,$0,0.0,0,P.O. Box 813096,30081,Smyrna
15482,52cdef7f4bab8bd67529c52b,Glacir,other,Connecting Humanity ,39.977726,-83.01143,2009.0,$0,0.0,0,791 Neil Ave.,43215,Columbus
15486,52cdef7f4bab8bd67529c533,HOTForms123,web,Online Interactive Form Builder,34.0698912,-118.405325,2009.0,$0,0.0,0,468 North Camden Drive,90210,Beverly Hills
15560,52cdef7f4bab8bd67529c591,Aava Mobile,mobile,Mobile Platform Developer,,,2009.0,$4.26M,4260000.0,USD,Nahkatehtaankatu 2,,
15567,52cdef7f4bab8bd67529c59b,Luma International,software,Distributed Marketing SaaS Solution,,,2009.0,€3M,3000000.0,EUR,Lange Kievitstraat 118-120,2018,Antwerp
15568,52cdef7f4bab8bd67529c59b,Luma International,software,Distributed Marketing SaaS Solution,,,2009.0,€3M,3000000.0,EUR,303 Twin Dolphin Drive Suite 600,94065-1422,303 Twin Dolphin Drive Suite 600
15569,52cdef7f4bab8bd67529c59b,Luma International,software,Distributed Marketing SaaS Solution,,,2009.0,€3M,3000000.0,EUR,"22, place des Vosges",92400,Courbevoie
15570,52cdef7f4bab8bd67529c59b,Luma International,software,Distributed Marketing SaaS Solution,,,2009.0,€3M,3000000.0,EUR,Delftseplein 36 3rd Floor,3013 AA,Rotterdam
15627,52cdef7f4bab8bd67529c5de,pTracker,mobile,Mobile app provider,30.268735,-97.745209,2009.0,$0,0.0,0,,,Austin
15628,52cdef7f4bab8bd67529c5dd,Bookwhen,ecommerce,Event booking,51.7714264,-1.2581049,2009.0,$0,0.0,0,15 Garford Rd,OX2 6UY,Oxford
15749,52cdef7f4bab8bd67529c67e,Flatterline,software,Kick ass web application development.,,,2009.0,$0,0.0,0,25779 W. Gibson Ln.,85326,Phoenix
15768,52cdef7f4bab8bd67529c697,atlanticOptimize,consulting,Internet Marketing,,,2009.0,$0,0.0,0,510 Pacifc Grove Dr. #4,33401,West Palm Beach
15795,52cdef7f4bab8bd67529c6b6,Tiny Speck,games_video,,49.2824551,-123.109217,2009.0,$17.2M,17200000.0,USD,163 Hastings St W,BC V6B 1H5,Vancouver
15812,52cdef7f4bab8bd67529c6c9,ConvoCreatr,web,Corporate Calendar Merger,,,2009.0,$0,0.0,0,Yonge and Eglinton,M4P1L5,Toronto
15815,52cdef7f4bab8bd67529c6d5,SEO Sumo,public_relations,Strategic SEO Services,25.723408,-80.306331,2009.0,$0,0.0,0,6890 SW 50th Terrace,33155,Miami
15817,52cdef7f4bab8bd67529c6d6,InstantQ,advertising,Last Minute Restaurant Deals,37.369195,-122.036849,2009.0,$0,0.0,USD,,,Sunnyvale
15820,52cdef7f4bab8bd67529c6d4,Treehouse,education,An interactive education platform,,,2011.0,$19.4M,19388197.0,USD,,,Orlando
15821,52cdef7f4bab8bd67529c6d4,Treehouse,education,An interactive education platform,,,2011.0,$19.4M,19388197.0,USD,,,Portland
15825,52cdef7f4bab8bd67529c6dc,acrossair,mobile,iPhone app house,51.5177425,-0.1165365,2009.0,$0,0.0,0,,WC1V 7BD,London
15830,52cdef7f4bab8bd67529c6e2,MyChances,consulting,College admissions predictions,39.394564,-119.8120795,2009.0,$0,0.0,0,,89511,Reno
15831,52cdef7f4bab8bd67529c6e2,MyChances,consulting,College admissions predictions,37.4484914,-122.1802812,2009.0,$0,0.0,0,,94025,Menlo Park
15833,52cdef7f4bab8bd67529c6e4,Getyoo,mobile,NFC Events Solutions,50.83997,4.3464721,2009.0,€1.13M,1130000.0,EUR,"Rue des Tanneurs, 60a",1000,Brussels
15841,52cdef7f4bab8bd67529c6eb,DocASAP,web,Online doctor and dentist appointments,,,2012.0,$800k,799998.0,USD,115 5th Ave,10003,New York
15843,52cdef7f4bab8bd67529c6f5,Oriact,software,Solutions for software development,47.0882193,8.4371634,2009.0,$0,0.0,0,LÃ¤rchenweg 7,6403,KÃ¼ssnacht
15844,52cdef7f4bab8bd67529c6f6,Adhunk,advertising,Online Admanager,,,2009.0,$0,0.0,0,Near Tube Well(south),334003,Bikaner
